
#******GeometryOffset*******#
-6.351859092712402344e+00, -6.244184570312500000e+02, 6.573245048522949219e+00, 
#*************#

#######
7.291324138641357422e-01, 4.238679409027099609e+00, 9.755834579467773438e+00, 1.521699333190917969e+01, 7.425510406494140625e+01, 4.951440429687500000e+03, 4.951440429687500000e+03, 4.951440429687500000e+03, 4.951440429687500000e+03, 
-2.061192393302917480e-01, -1.100441551208496094e+01, -1.670913696289062500e+01, -2.235595703125000000e+01, -7.306613922119140625e+01, 2.738107666015625000e+03, 2.738107666015625000e+03, 2.738107666015625000e+03, 2.738107666015625000e+03, 
-6.400000000000000000e+03, -7.124149902343750000e+03, -7.334418457031250000e+03, -7.126265136718750000e+03, -6.122087402343750000e+03, -6.399955078125000000e+03, -6.399955078125000000e+03, -6.399955078125000000e+03, -6.399955078125000000e+03, 
#######
7.291324138641357422e-01, -5.896574974060058594e+00, -7.720561504364013672e+00, -9.540781974792480469e+00, -1.034709072113037109e+01, -1.034709072113037109e+01, -1.034709072113037109e+01, -1.034709072113037109e+01, -1.034709072113037109e+01, 
-2.061192393302917480e-01, -3.281986951828002930e+00, -9.850501269102096558e-02, 3.078403472900390625e+00, 4.999377250671386719e+00, 4.999377250671386719e+00, 4.999377250671386719e+00, 4.999377250671386719e+00, 4.999377250671386719e+00, 
-6.400000000000000000e+03, -7.123630371093750000e+03, -7.334418457031250000e+03, -7.124066894531250000e+03, -7.051544921875000000e+03, -7.051544921875000000e+03, -7.051544921875000000e+03, -7.051544921875000000e+03, -7.051544921875000000e+03, 
#######
7.291324138641357422e-01, 1.000257015228271484e+00, 1.000257015228271484e+00, 1.000257015228271484e+00, 1.000257015228271484e+00, 1.000257015228271484e+00, 1.000257015228271484e+00, 1.000257015228271484e+00, 1.000257015228271484e+00, 
-2.061192393302917480e-01, -2.176080048084259033e-01, -2.176080048084259033e-01, -2.176080048084259033e-01, -2.176080048084259033e-01, -2.176080048084259033e-01, -2.176080048084259033e-01, -2.176080048084259033e-01, -2.176080048084259033e-01, 
-6.400000000000000000e+03, -6.419702148437500000e+03, -6.419702148437500000e+03, -6.419702148437500000e+03, -6.419702148437500000e+03, -6.419702148437500000e+03, -6.419702148437500000e+03, -6.419702148437500000e+03, -6.419702148437500000e+03, 
#######
