
#******GeometryOffset*******#
-6.351859092712402344e+00, -6.244184570312500000e+02, 6.573245048522949219e+00, 
#*************#

#######
-2.907113730907440186e-01, -7.230613708496093750e+00, -7.230613708496093750e+00, -7.230613708496093750e+00, 
6.344947218894958496e-01, -8.964835405349731445e-01, -8.964835405349731445e-01, -8.964835405349731445e-01, 
-6.400000000000000000e+03, -7.123784667968750000e+03, -7.123784667968750000e+03, -7.123784667968750000e+03, 
#######
-2.907113730907440186e-01, 9.960378408432006836e-01, 9.960378408432006836e-01, 9.960378408432006836e-01, 
6.344947218894958496e-01, -4.452616214752197266e+00, -4.452616214752197266e+00, -4.452616214752197266e+00, 
-6.400000000000000000e+03, -7.123905761718750000e+03, -7.123905761718750000e+03, -7.123905761718750000e+03, 
#######
-2.907113730907440186e-01, -2.886985838413238525e-01, -2.886985838413238525e-01, -2.886985838413238525e-01, 
6.344947218894958496e-01, 7.728009819984436035e-01, 7.728009819984436035e-01, 7.728009819984436035e-01, 
-6.400000000000000000e+03, -6.419703613281250000e+03, -6.419703613281250000e+03, -6.419703613281250000e+03, 
#######
-2.907113730907440186e-01, -1.118192386627197266e+01, -1.118192386627197266e+01, -1.118192386627197266e+01, 
6.344947218894958496e-01, 2.237418889999389648e+00, 2.237418889999389648e+00, 2.237418889999389648e+00, 
-6.400000000000000000e+03, -7.124059082031250000e+03, -7.124059082031250000e+03, -7.124059082031250000e+03, 
#######
-2.907113730907440186e-01, -1.023314666748046875e+01, -1.023314666748046875e+01, -1.023314666748046875e+01, 
6.344947218894958496e-01, -3.069631576538085938e+00, -3.069631576538085938e+00, -3.069631576538085938e+00, 
-6.400000000000000000e+03, -7.123751953125000000e+03, -7.123751953125000000e+03, -7.123751953125000000e+03, 
#######
-2.907113730907440186e-01, -4.782579898834228516e+00, -4.782579898834228516e+00, -4.782579898834228516e+00, 
6.344947218894958496e-01, 7.693964958190917969e+00, 7.693964958190917969e+00, 7.693964958190917969e+00, 
-6.400000000000000000e+03, -7.124332031250000000e+03, -7.124332031250000000e+03, -7.124332031250000000e+03, 
#######
-2.907113730907440186e-01, 7.881569862365722656e+00, 7.881569862365722656e+00, 7.881569862365722656e+00, 
6.344947218894958496e-01, 5.419479846954345703e+00, 5.419479846954345703e+00, 5.419479846954345703e+00, 
-6.400000000000000000e+03, -7.124645019531250000e+03, -7.124645019531250000e+03, -7.124645019531250000e+03, 
#######
-2.907113730907440186e-01, -1.533713936805725098e+00, -1.533713936805725098e+00, -1.533713936805725098e+00, 
6.344947218894958496e-01, -5.123803138732910156e+00, -5.123803138732910156e+00, -5.123803138732910156e+00, 
-6.400000000000000000e+03, -7.123738769531250000e+03, -7.123738769531250000e+03, -7.123738769531250000e+03, 
#######
-2.907113730907440186e-01, -2.712011337280273438e+00, -2.712011337280273438e+00, -2.712011337280273438e+00, 
6.344947218894958496e-01, -9.729382514953613281e+00, -9.729382514953613281e+00, -9.729382514953613281e+00, 
-6.400000000000000000e+03, -7.123725097656250000e+03, -7.123725097656250000e+03, -7.123725097656250000e+03, 
#######
-2.907113730907440186e-01, -1.069059371948242188e+01, -1.069059371948242188e+01, -1.069059371948242188e+01, 
6.344947218894958496e-01, -1.671346902847290039e+00, -1.671346902847290039e+00, -1.671346902847290039e+00, 
-6.400000000000000000e+03, -7.123834960937500000e+03, -7.123834960937500000e+03, -7.123834960937500000e+03, 
#######
-2.907113730907440186e-01, 4.523153781890869141e+00, 4.523153781890869141e+00, 4.523153781890869141e+00, 
6.344947218894958496e-01, -9.208632469177246094e+00, -9.208632469177246094e+00, -9.208632469177246094e+00, 
-6.400000000000000000e+03, -7.124131347656250000e+03, -7.124131347656250000e+03, -7.124131347656250000e+03, 
#######
-2.907113730907440186e-01, -1.258635139465332031e+01, -1.258635139465332031e+01, -1.258635139465332031e+01, 
6.344947218894958496e-01, 2.158308029174804688e+00, 2.158308029174804688e+00, 2.158308029174804688e+00, 
-6.400000000000000000e+03, -7.124103027343750000e+03, -7.124103027343750000e+03, -7.124103027343750000e+03, 
#######
-2.907113730907440186e-01, -1.187570691108703613e+00, -1.187570691108703613e+00, -1.187570691108703613e+00, 
6.344947218894958496e-01, -1.965284228324890137e+00, -1.965284228324890137e+00, -1.965284228324890137e+00, 
-6.400000000000000000e+03, -7.123860351562500000e+03, -7.123860351562500000e+03, -7.123860351562500000e+03, 
#######
-2.907113730907440186e-01, 2.508285760879516602e+00, 2.508285760879516602e+00, 2.508285760879516602e+00, 
6.344947218894958496e-01, 2.224661827087402344e+00, 2.224661827087402344e+00, 2.224661827087402344e+00, 
-6.400000000000000000e+03, -7.124214355468750000e+03, -7.124214355468750000e+03, -7.124214355468750000e+03, 
#######
-2.907113730907440186e-01, 1.219403624534606934e+00, -2.818289306640625000e+03, -2.973259033203125000e+03, 
6.344947218894958496e-01, 2.411624670028686523e+00, 3.171792724609375000e+03, 3.345992675781250000e+03, 
-6.400000000000000000e+03, -6.552620605468750000e+03, -7.483509765625000000e+03, -7.432344726562500000e+03, 
#######
-2.907113730907440186e-01, 7.996232986450195312e+00, 7.996232986450195312e+00, 7.996232986450195312e+00, 
6.344947218894958496e-01, -8.910255432128906250e+00, -8.910255432128906250e+00, -8.910255432128906250e+00, 
-6.400000000000000000e+03, -7.124344238281250000e+03, -7.124344238281250000e+03, -7.124344238281250000e+03, 
#######
-2.907113730907440186e-01, -4.055376648902893066e-01, -4.055376648902893066e-01, -4.055376648902893066e-01, 
6.344947218894958496e-01, 1.979823112487792969e+00, 1.979823112487792969e+00, 1.979823112487792969e+00, 
-6.400000000000000000e+03, -6.539980468750000000e+03, -6.539980468750000000e+03, -6.539980468750000000e+03, 
#######
-2.907113730907440186e-01, -3.733263015747070312e+00, -3.733263015747070312e+00, -3.733263015747070312e+00, 
6.344947218894958496e-01, 4.513654232025146484e+00, 4.513654232025146484e+00, 4.513654232025146484e+00, 
-6.400000000000000000e+03, -7.124143554687500000e+03, -7.124143554687500000e+03, -7.124143554687500000e+03, 
#######
-2.907113730907440186e-01, -3.120526373386383057e-01, -3.120526373386383057e-01, -3.120526373386383057e-01, 
6.344947218894958496e-01, 1.273395633697509766e+01, 1.273395633697509766e+01, 1.273395633697509766e+01, 
-6.400000000000000000e+03, -7.124968261718750000e+03, -7.124968261718750000e+03, -7.124968261718750000e+03, 
#######
-2.907113730907440186e-01, -1.393651008605957031e+00, -1.393651008605957031e+00, -1.393651008605957031e+00, 
6.344947218894958496e-01, 3.091046571731567383e+00, 3.091046571731567383e+00, 3.091046571731567383e+00, 
-6.400000000000000000e+03, -7.124111328125000000e+03, -7.124111328125000000e+03, -7.124111328125000000e+03, 
