
#******GeometryOffset*******#
-6.351859092712402344e+00, -6.244184570312500000e+02, 6.573245048522949219e+00, 
#*************#

#######
0.000000000000000000e+00, 8.594083251953125000e+02, 8.594083251953125000e+02, 8.594083251953125000e+02, 8.594083251953125000e+02, 8.594083251953125000e+02, 8.594083251953125000e+02, 8.594083251953125000e+02, 
0.000000000000000000e+00, 8.415078125000000000e+02, 8.415078125000000000e+02, 8.415078125000000000e+02, 8.415078125000000000e+02, 8.415078125000000000e+02, 8.415078125000000000e+02, 8.415078125000000000e+02, 
-3.000000000000000000e+03, -4.396729980468750000e+03, -4.396729980468750000e+03, -4.396729980468750000e+03, -4.396729980468750000e+03, -4.396729980468750000e+03, -4.396729980468750000e+03, -4.396729980468750000e+03, 
#######
0.000000000000000000e+00, 2.935542480468750000e+03, 3.707776367187500000e+03, 3.707776367187500000e+03, 3.707776367187500000e+03, 3.707776367187500000e+03, 3.707776367187500000e+03, 3.707776367187500000e+03, 
0.000000000000000000e+00, 2.748706542968750000e+03, 3.471790527343750000e+03, 3.471790527343750000e+03, 3.471790527343750000e+03, 3.471790527343750000e+03, 3.471790527343750000e+03, 3.471790527343750000e+03, 
-3.000000000000000000e+03, -7.483509277343750000e+03, -6.308478515625000000e+03, -6.308478515625000000e+03, -6.308478515625000000e+03, -6.308478515625000000e+03, -6.308478515625000000e+03, -6.308478515625000000e+03, 
#######
0.000000000000000000e+00, 3.459328174591064453e+00, 3.459328174591064453e+00, 3.459328174591064453e+00, 3.459328174591064453e+00, 3.459328174591064453e+00, 3.459328174591064453e+00, 3.459328174591064453e+00, 
0.000000000000000000e+00, 1.272199153900146484e+01, 1.272199153900146484e+01, 1.272199153900146484e+01, 1.272199153900146484e+01, 1.272199153900146484e+01, 1.272199153900146484e+01, 1.272199153900146484e+01, 
-3.000000000000000000e+03, -3.087354980468750000e+03, -3.087354980468750000e+03, -3.087354980468750000e+03, -3.087354980468750000e+03, -3.087354980468750000e+03, -3.087354980468750000e+03, -3.087354980468750000e+03, 
#######
