
#******GeometryOffset*******#
-6.351859092712402344e+00, -6.244184570312500000e+02, 6.573245048522949219e+00, 
#*************#

#######
0.000000000000000000e+00, -6.317248535156250000e+02, 
5.604875183105468750e+01, 1.732776733398437500e+03, 
-3.046707275390625000e+03, -3.191512695312500000e+03, 
#######
0.000000000000000000e+00, -7.437121582031250000e+02, 
2.847326850891113281e+01, 1.655223754882812500e+03, 
-3.023727783203125000e+03, -3.202718750000000000e+03, 
#######
0.000000000000000000e+00, -1.171016357421875000e+03, 
3.282091617584228516e+00, 8.542301635742187500e+02, 
-3.002735107421875000e+03, -4.068601074218750000e+03, 
#######
0.000000000000000000e+00, 3.814995117187500000e+02, 
1.750209617614746094e+01, 1.186484741210937500e+03, 
-3.014584960937500000e+03, -4.325843750000000000e+03, 
#######
0.000000000000000000e+00, 6.455210876464843750e+01, 
1.397657623291015625e+02, 1.899180053710937500e+03, 
-3.116471435546875000e+03, -3.479454833984375000e+03, 
#######
0.000000000000000000e+00, 3.861392517089843750e+02, 
2.156138801574707031e+01, 1.208523437500000000e+03, 
-3.017967773437500000e+03, -4.311598144531250000e+03, 
#######
0.000000000000000000e+00, -9.073060302734375000e+02, 
6.872616577148437500e+01, 1.596752685546875000e+03, 
-3.057271728515625000e+03, -3.328184082031250000e+03, 
#######
0.000000000000000000e+00, -7.094154052734375000e+02, 
1.170244884490966797e+01, 4.716291198730468750e+02, 
-3.009751953125000000e+03, -4.596149902343750000e+03, 
#######
0.000000000000000000e+00, -8.295096435546875000e+02, 
1.284315490722656250e+02, 6.297957153320312500e+02, 
-3.107026367187500000e+03, -4.620964843750000000e+03, 
#######
0.000000000000000000e+00, -1.119004272460937500e+03, 
2.502497100830078125e+01, 1.332667236328125000e+03, 
-3.020854248046875000e+03, -3.539855957031250000e+03, 
#######
0.000000000000000000e+00, -8.775870971679687500e+02, 
1.495831146240234375e+02, 1.698418701171875000e+03, 
-3.124652587890625000e+03, -3.374475097656250000e+03, 
#######
0.000000000000000000e+00, -7.107051391601562500e+02, 
2.678391075134277344e+01, 4.870349731445312500e+02, 
-3.022319824218750000e+03, -4.608046386718750000e+03, 
#######
0.000000000000000000e+00, 1.249392471313476562e+02, 
