
#******GeometryOffset*******#
-6.351859092712402344e+00, -6.244184570312500000e+02, 6.573245048522949219e+00, 
#*************#

#######
0.000000000000000000e+00, -2.368941894531250000e+03, -2.368941894531250000e+03, -2.368941894531250000e+03, -2.368941894531250000e+03, -2.368941894531250000e+03, 
0.000000000000000000e+00, -1.058872558593750000e+03, -1.058872558593750000e+03, -1.058872558593750000e+03, -1.058872558593750000e+03, -1.058872558593750000e+03, 
-3.400000000000000000e+03, -7.483509277343750000e+03, -7.483509277343750000e+03, -7.483509277343750000e+03, -7.483509277343750000e+03, -7.483509277343750000e+03, 
#######
0.000000000000000000e+00, 3.621401855468750000e+03, 3.621401855468750000e+03, 3.621401855468750000e+03, 3.621401855468750000e+03, 3.621401855468750000e+03, 
0.000000000000000000e+00, -2.139075439453125000e+03, -2.139075439453125000e+03, -2.139075439453125000e+03, -2.139075439453125000e+03, -2.139075439453125000e+03, 
-3.400000000000000000e+03, -7.483509765625000000e+03, -7.483509765625000000e+03, -7.483509765625000000e+03, -7.483509765625000000e+03, -7.483509765625000000e+03, 
#######
0.000000000000000000e+00, -3.636611938476562500e+01, -3.636611938476562500e+01, -3.636611938476562500e+01, -3.636611938476562500e+01, -3.636611938476562500e+01, 
0.000000000000000000e+00, -3.898638153076171875e+01, -3.898638153076171875e+01, -3.898638153076171875e+01, -3.898638153076171875e+01, -3.898638153076171875e+01, 
-3.400000000000000000e+03, -3.496110107421875000e+03, -3.496110107421875000e+03, -3.496110107421875000e+03, -3.496110107421875000e+03, -3.496110107421875000e+03, 
#######
0.000000000000000000e+00, 1.985358154296875000e+03, -3.443183105468750000e+03, -3.443183105468750000e+03, -3.443183105468750000e+03, -3.443183105468750000e+03, 
0.000000000000000000e+00, -2.388316162109375000e+03, -5.071975097656250000e+03, -5.071975097656250000e+03, -5.071975097656250000e+03, -5.071975097656250000e+03, 
-3.400000000000000000e+03, -4.461679687500000000e+03, -5.448487792968750000e+03, -5.448487792968750000e+03, -5.448487792968750000e+03, -5.448487792968750000e+03, 
#######
0.000000000000000000e+00, -3.967860839843750000e+03, -3.967860839843750000e+03, -3.967860839843750000e+03, -3.967860839843750000e+03, -3.967860839843750000e+03, 
0.000000000000000000e+00, -4.668683105468750000e+03, -4.668683105468750000e+03, -4.668683105468750000e+03, -4.668683105468750000e+03, -4.668683105468750000e+03, 
-3.400000000000000000e+03, -5.624351074218750000e+03, -5.624351074218750000e+03, -5.624351074218750000e+03, -5.624351074218750000e+03, -5.624351074218750000e+03, 
#######
