
#######
-4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, 
2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 
-6.400000000000000000e+03, -4.602373046875000000e+03, -4.602373046875000000e+03, -4.602373046875000000e+03, -4.602373046875000000e+03, -4.602373046875000000e+03, 
#######
-4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, 
2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 
-6.400000000000000000e+03, 3.217366210937500000e+03, 3.217366210937500000e+03, 3.217366210937500000e+03, 3.217366210937500000e+03, 3.217366210937500000e+03, 
#######
-4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, 
2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 
-6.400000000000000000e+03, -6.380295898437500000e+03, -6.380295898437500000e+03, -6.380295898437500000e+03, -6.380295898437500000e+03, -6.380295898437500000e+03, 
#######
-4.335843026638031006e-01, -4.335843026638031006e-01, 3.346490173339843750e+02, 1.217657470703125000e+03, 1.217657470703125000e+03, 1.217657470703125000e+03, 
2.999359619140625000e+03, 2.999359619140625000e+03, 7.682171630859375000e+02, -5.111281250000000000e+03, -5.111281250000000000e+03, -5.111281250000000000e+03, 
-6.400000000000000000e+03, -4.543500000000000000e+03, -6.752749023437500000e+03, -9.309449462890625000e+02, -9.309449462890625000e+02, -9.309449462890625000e+02, 
#######
-4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, 
2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 
-6.400000000000000000e+03, -2.385810302734375000e+03, -2.385810302734375000e+03, -2.385810302734375000e+03, -2.385810302734375000e+03, -2.385810302734375000e+03, 
#######
-4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, 
2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 
-6.400000000000000000e+03, 3.217366210937500000e+03, 3.217366210937500000e+03, 3.217366210937500000e+03, 3.217366210937500000e+03, 3.217366210937500000e+03, 
#######
-4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, -4.335843026638031006e-01, 
2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 2.999359619140625000e+03, 
